ELF code,Country ELF,Country,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
EXY8,Belgium,Belgium,,"Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung",German,"Öffentlich-rechtliche Genossenschaft mit unbeschränkter Haftung, Genossenschaft auf Beteiligung",GmuHGB,ELF v1.5
J5OU,Belgium,Belgium,,Economisch samenwerkingsverband,Dutch,Economisch samenwerkingsverband,ESV,ELF v1.5
J5OU,Belgium,Belgium,,Groupement d'intérêt économique,French,Groupement d'intérêt économique,GIE,ELF v1.5
J5OU,Belgium,Belgium,,Wirtschaftliche Interessenvereinigung,German,Wirtschaftliche Interessenvereinigung,WIV,ELF v1.5
JAM3,Belgium,Belgium,,Coöperatieve vennootschap van publiek recht,Dutch,Coöperatieve vennootschap van publiek recht,CV PR,ELF v1.5
JAM3,Belgium,Belgium,,Société coopérative de droit public,French,Société coopérative de droit public,SC DPU,ELF v1.5
JAM3,Belgium,Belgium,,Öffentlich-rechtliche Genossenschaft,German,Öffentlich-rechtliche Genossenschaft,ÖrGen.,ELF v1.5
JNAD,Belgium,Belgium,,Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,Dutch,Besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,BVBA SO,ELF v1.5
JNAD,Belgium,Belgium,,Société privée à responsabilité limitée à finalité sociale,French,Société privée à responsabilité limitée à finalité sociale,SPRL FS,ELF v1.5
JNAD,Belgium,Belgium,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung,German,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung,PmbHsZ,ELF v1.5
KM6O,Belgium,Belgium,,Maatschap,Dutch,Maatschap,MS,ELF v1.5
KM6O,Belgium,Belgium,,Société de droit commun,French,Société de droit commun,SDC,ELF v1.5
KM6O,Belgium,Belgium,,Gesellschaft des allgemeinen Rechts,German,Gesellschaft des allgemeinen Rechts,GaR,ELF v1.5
L05H,Belgium,Belgium,,Besloten Vennootschap van publiek recht,Dutch,Besloten Vennootschap van publiek recht,BV PR,ELF v1.5
L05H,Belgium,Belgium,,Société à responsabilité limitée de droit public,French,Société à responsabilité limitée de droit public,SRL DPU,ELF v1.5
L05H,Belgium,Belgium,,Öffentlich-rechtliche Gesellschaft mit beschränkter Haftung,German,Öffentlich-rechtliche Gesellschaft mit beschränkter Haftung,ÖrGmbH,ELF v1.5
LWHF,Belgium,Belgium,,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,Dutch,Coöperatieve vennootschap met onbeperkte aansprakelijkheid,CVOA,ELF v1.5
LWHF,Belgium,Belgium,,Société coopérative à responsabilité illimitée,French,Société coopérative à responsabilité illimitée,SCRI,ELF v1.5
LWHF,Belgium,Belgium,,Genossenschaft mit unbeschränkter Haftung,German,Genossenschaft mit unbeschränkter Haftung,Gen.mubH,ELF v1.5
LWV6,Belgium,Belgium,,Gewone commanditaire vennootschap,Dutch,Gewone commanditaire vennootschap,Comm.V,ELF v1.5
LWV6,Belgium,Belgium,,Société en commandite simple,French,Société en commandite simple,SCS,ELF v1.5
LWV6,Belgium,Belgium,,Einfache Kommanditgesellschaft,German,Einfache Kommanditgesellschaft,EKG,ELF v1.5
MQH3,Belgium,Belgium,,Commanditaire vennootschap,Dutch,Commanditaire vennootschap,CommV,ELF v1.5
MQH3,Belgium,Belgium,,Société en commandite,French,Société en commandite,SComm,ELF v1.5
MQH3,Belgium,Belgium,,Kommanditgesellschaft,German,Kommanditgesellschaft,KommG,ELF v1.5
N5NT,Belgium,Belgium,,Besloten vennootschap met beperkte aansprakelijkheid,Dutch,Besloten vennootschap met beperkte aansprakelijkheid,BVBA,ELF v1.5
N5NT,Belgium,Belgium,,Société privée à responsabilité limitée,French,Société privée à responsabilité limitée,SPRL,ELF v1.5
N5NT,Belgium,Belgium,,Privatgesellschaft mit beschränkter Haftung,German,Privatgesellschaft mit beschränkter Haftung,PGmbH,ELF v1.5
O59C,Belgium,Belgium,,Economisch samenwerkingsverband met een sociaal oogmerk,Dutch,Economisch samenwerkingsverband met een sociaal oogmerk,ESV SO,ELF v1.5
O59C,Belgium,Belgium,,Groupement d'intérêt économique à finalité sociale,French,Groupement d'intérêt économique à finalité sociale,GIE FS,ELF v1.5
O59C,Belgium,Belgium,,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,German,Wirtschaftliche Interessenvereinigung mit sozialer Zielsetzung,WIVmsZ,ELF v1.5
PVT3,Belgium,Belgium,,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,Dutch,Eenpersoons besloten vennootschap met beperkte aansprakelijkheid met een sociaal oogmerk,EBVBA SO,ELF v1.5
PVT3,Belgium,Belgium,,Société privée à responsabilité limitée unipersonnelle à finalité sociale,French,Société privée à responsabilité limitée unipersonnelle à finalité sociale,SPRLU FS,ELF v1.5
PVT3,Belgium,Belgium,,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,German,Privatgesellschaft mit beschränkter Haftung mit sozialer Zielsetzung mit einem Alleingesellschafter,PgbHsZ,ELF v1.5
QZIS,Belgium,Belgium,,Openbare instelling,Dutch,Openbare instelling,OI,ELF v1.5
QZIS,Belgium,Belgium,,Etablissement public,French,Etablissement public,ETSPUBLI,ELF v1.5
QZIS,Belgium,Belgium,,Öffentliche Einrichtung,German,Öffentliche Einrichtung,ÖE,ELF v1.5
R85P,Belgium,Belgium,,Naamloze vennootschap,Dutch,Naamloze vennootschap,NV,ELF v1.5
R85P,Belgium,Belgium,,Société anonyme,French,Société anonyme,SA,ELF v1.5
R85P,Belgium,Belgium,,Aktiengesellschaft,German,Aktiengesellschaft,AG,ELF v1.5
TPTU,Belgium,Belgium,,Naamloze vennootschap van publiek recht,Dutch,Naamloze vennootschap van publiek recht,NV PR,ELF v1.5
TPTU,Belgium,Belgium,,Société anonyme de droit public,French,Société anonyme de droit public,SA DPU,ELF v1.5
TPTU,Belgium,Belgium,,Öffentlich-rechtliche Aktiengesellschaft,German,Öffentlich-rechtliche Aktiengesellschaft,Ö.-r.AG,ELF v1.5
U2PN,Belgium,Belgium,,Commanditaire vennootschap op aandelen,Dutch,Commanditaire vennootschap op aandelen,Comm.VA,ELF v1.5
U2PN,Belgium,Belgium,,Société en commandite par actions,French,Société en commandite par actions,SCA,ELF v1.5
U2PN,Belgium,Belgium,,Kommanditgesellschaft auf Aktien,German,Kommanditgesellschaft auf Aktien,KGaA,ELF v1.5
UW1Y,Belgium,Belgium,,Vennootschap onder firma,Dutch,Vennootschap onder firma,V.O.F.,ELF v1.5
UW1Y,Belgium,Belgium,,Société en nom collectif,French,Société en nom collectif,SNC,ELF v1.5
UW1Y,Belgium,Belgium,,Offene Handelsgesellschaft,German,Offene Handelsgesellschaft,OHG,ELF v1.5
V03J,Belgium,Belgium,,Internationale vereniging zonder winstoogmerk,Dutch,Internationale vereniging zonder winstoogmerk,IVZW,ELF v1.5
V03J,Belgium,Belgium,,Association internationale sans but lucratif,French,Association internationale sans but lucratif,AISBL,ELF v1.5
V03J,Belgium,Belgium,,Internationale Vereinigung ohne Gewinnerzielungsabsicht,German,Internationale Vereinigung ohne Gewinnerzielungsabsicht,IVoG,ELF v1.5
V7FT,Belgium,Belgium,,Naamloze vennootschap met een sociaal oogmerk,Dutch,Naamloze vennootschap met een sociaal oogmerk,NV SO,ELF v1.5
V7FT,Belgium,Belgium,,Société anonyme à finalité sociale,French,Société anonyme à finalité sociale,SA FS,ELF v1.5
V7FT,Belgium,Belgium,,Aktiengesellschaft mit sozialer Zielsetzung,German,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,ELF v1.5
W3WH,Belgium,Belgium,,Vereniging zonder winstoogmerk,Dutch,Vereniging zonder winstoogmerk,VZW,ELF v1.5
W3WH,Belgium,Belgium,,Association sans but lucratif,French,Association sans but lucratif,ASBL,ELF v1.5
W3WH,Belgium,Belgium,,Vereinigung ohne Gewinnerzielungsabsicht,German,Vereinigung ohne Gewinnerzielungsabsicht,VoG,ELF v1.5
X8ZK,Belgium,Belgium,,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,Dutch,Coöperatieve vennootschap met beperkte aansprakelijkheid van publiek recht,CVBA PR,ELF v1.5
X8ZK,Belgium,Belgium,,Société coopérative à responsabilité limitée de droit public,French,Société coopérative à responsabilité limitée de droit public,SCRL DPU,ELF v1.5
X8ZK,Belgium,Belgium,,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,German,Öffentlich-rechtliche Genossenschaft mit beschränkter Haftung,ÖfrGmbH,ELF v1.5
XLEO,Belgium,Belgium,,Gewone commanditaire vennootschap met een sociaal oogmerk,Dutch,Gewone commanditaire vennootschap met een sociaal oogmerk,GCW SO,ELF v1.5
XLEO,Belgium,Belgium,,Société en commandite simple à finalité sociale,French,Société en commandite simple à finalité sociale,SCS FS,ELF v1.5
XLEO,Belgium,Belgium,,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,German,Einfache Kommanditgesellschaft mit sozialer Zielsetzung,EKGmsZ,ELF v1.5
Y1Q4,Belgium,Belgium,,Private stichting,Dutch,Private stichting,PRIV ST.,ELF v1.5
Y1Q4,Belgium,Belgium,,Private stichting,Dutch,Private stichting,PS,ELF v1.5
Y1Q4,Belgium,Belgium,,Fondation privée,French,Fondation privée,FONDPRIV,ELF v1.5
Y1Q4,Belgium,Belgium,,Privatstiftung,German,Privatstiftung,PrSt,ELF v1.5
YBHM,Belgium,Belgium,,Europese Coöperatieve Vennootschap,Dutch,Europese Coöperatieve Vennootschap,SCE,ELF v1.5
YBHM,Belgium,Belgium,,Société coopérative européenne,French,Société coopérative européenne,SCE,ELF v1.5
YBHM,Belgium,Belgium,,Europäische Genossenschaft,German,Europäische Genossenschaft,OFP,ELF v1.5
ZOK2,Belgium,Belgium,,Landbouwvennootschap,Dutch,Landbouwvennootschap,LV,ELF v1.5
ZOK2,Belgium,Belgium,,Société agricole,French,Société agricole,S. Agr.,ELF v1.5
ZOK2,Belgium,Belgium,,Landwirtschaftliche Gesellschaft,German,Landwirtschaftliche Gesellschaft,LG,ELF v1.5
ZSFX,Belgium,Belgium,,Naamloze vennootschap met een sociaal oogmerk,Dutch,Naamloze vennootschap met een sociaal oogmerk,NV SO,ELF v1.5
ZSFX,Belgium,Belgium,,Société anonyme à finalité sociale,French,Société anonyme à finalité sociale,SA FS,ELF v1.5
ZSFX,Belgium,Belgium,,Aktiengesellschaft mit sozialer Zielsetzung,German,Aktiengesellschaft mit sozialer Zielsetzung,AGmsZ,ELF v1.5
ZUHK,Belgium,Belgium,,Stichting van openbaar nut,Dutch,Stichting van openbaar nut,SON,ELF v1.5
ZUHK,Belgium,Belgium,,Fondation d'utilité publique,French,Fondation d'utilité publique,FUP,ELF v1.5
ZUHK,Belgium,Belgium,,Gemeinnützige Stiftung,German,Gemeinnützige Stiftung,gnS,ELF v1.5
6DGX,Belgium,Belgium,Flemish Region,Association prestataire de services (Région flamande),French,Association prestataire de services (Région flamande),Association prestataire de services (Région flamande),ELF v1.5
6DGX,Belgium,Belgium,Flemish Region,Dienstverlenende vereniging (Vlaams Gewest),Dutch,Dienstverlenende vereniging (Vlaams Gewest),Dienstverlenende vereniging (Vlaams Gewest),ELF v1.5
6DGX,Belgium,Belgium,Flemish Region,Dienstleistungsvereinigung (Flämische Region),German,Dienstleistungsvereinigung (Flämische Region),Dienstleistungsvereinigung (Flämische Region),ELF v1.5
MGCM,Belgium,Belgium,Flemish Region,Association chargée de mission (Région flamande),French,Association chargée de mission (Région flamande),Association chargée de mission (Région flamande),ELF v1.5
MGCM,Belgium,Belgium,Flemish Region,Opdrachthoudende vereniging (Vlaams Gewest),Dutch,Opdrachthoudende vereniging (Vlaams Gewest),Opdrachthoudende vereniging (Vlaams Gewest),ELF v1.5
MGCM,Belgium,Belgium,Flemish Region,Beauftragte Vereinigung (Flämische Region),German,Beauftragte Vereinigung (Flämische Region),Beauftragte Vereinigung (Flämische Region),ELF v1.5
84DD,Belize,Belize,,International Business Company,English,International Business Company,International Business Company,ELF v1.5
AO0O,Belize,Belize,,Unlimited Company,English,Unlimited Company,Unlimited Company,ELF v1.5
D1SL,Belize,Belize,,Partnership,English,Partnership,Partnership,ELF v1.5
EAD0,Belize,Belize,,Company Limited by Shares,English,Company Limited by Shares,Company Limited by Shares,ELF v1.5
GJKF,Belize,Belize,,Association,English,Association,Association,ELF v1.5
ZHT0,Belize,Belize,,Company Limited by Guarantee,English,Company Limited by Guarantee,Company Limited by Guarantee,ELF v1.5
7AS7,Bermuda,United Kingdom,,Exempted Companies Limited by Shares,English,Exempted Companies Limited by Shares,Exempted Companies Limited by Shares,ELF v1.5
7HCE,Bermuda,United Kingdom,,Exempted LLC,English,Exempted LLC,Exempted LLC,ELF v1.5
7MGJ,Bermuda,United Kingdom,,Exempted Limited Partnership,English,Exempted Limited Partnership,Exempted Limited Partnership,ELF v1.5
9TCY,Bermuda,United Kingdom,,Mutual Company (Part XII),English,Mutual Company (Part XII),Mutual Company (Part XII),ELF v1.5
ASR5,Bermuda,United Kingdom,,Exempted Partnership,English,Exempted Partnership,Exempted Partnership,ELF v1.5
CW38,Bermuda,United Kingdom,,Local Company Limited by Guarantee,English,Local Company Limited by Guarantee,Local Company Limited by Guarantee,ELF v1.5
EURM,Bermuda,United Kingdom,,Local Unlimited Company,English,Local Unlimited Company,Local Unlimited Company,ELF v1.5
LC2L,Bermuda,United Kingdom,,Exempted Company Limited by Guarantee,English,Exempted Company Limited by Guarantee,Exempted Company Limited by Guarantee,ELF v1.5
MBVS,Bermuda,United Kingdom,,Exempted Unlimited Company,English,Exempted Unlimited Company,Exempted Unlimited Company,ELF v1.5
NAQG,Bermuda,United Kingdom,,Local Company Limited by Shares,English,Local Company Limited by Shares,Local Company Limited by Shares,ELF v1.5
UZWE,Bermuda,United Kingdom,,Local LLC,English,Local LLC,Local LLC,ELF v1.5
VFXJ,Bermuda,United Kingdom,,Mutual Fund Company,English,Mutual Fund Company,Mutual Fund Company,ELF v1.5
WF3Q,Bermuda,United Kingdom,,Permit (Overseas) Company,English,Permit (Overseas) Company,Permit (Overseas) Company,ELF v1.5
ZLTD,Bermuda,United Kingdom,,Overseas (Permit) Partnership,English,Overseas (Permit) Partnership,Overseas (Permit) Partnership,ELF v1.5
38JQ,Bolivia (Plurinational State of),Bolivia,,Empresa Unipersonal,Spanish,Empresa Unipersonal,Empresa Unipersonal,ELF v1.5
5T3W,Bolivia (Plurinational State of),Bolivia,,Sociedad Anónima,Spanish,Sociedad Anónima,S.A.,ELF v1.5
70BS,Bolivia (Plurinational State of),Bolivia,,Empresa Estatal,Spanish,Empresa Estatal,Empresa Estatal,ELF v1.5
DSML,Bolivia (Plurinational State of),Bolivia,,Institución Financiera De Desarrollo,Spanish,Institución Financiera De Desarrollo,Institución Financiera De Desarrollo,ELF v1.5
JYAN,Bolivia (Plurinational State of),Bolivia,,Empresa Estatal Intergubernamental,Spanish,Empresa Estatal Intergubernamental,Empresa Estatal Intergubernamental,ELF v1.5
LJYQ,Bolivia (Plurinational State of),Bolivia,,Sociedad Anónima Mixta,Spanish,Sociedad Anónima Mixta,S.A.M.,ELF v1.5
LN9O,Bolivia (Plurinational State of),Bolivia,,Entidad Financiera De Vivienda,Spanish,Entidad Financiera De Vivienda,Entidad Financiera De Vivienda,ELF v1.5
MGOU,Bolivia (Plurinational State of),Bolivia,,Empresa Mixta,Spanish,Empresa Mixta,Empresa Mixta,ELF v1.5
PJ29,Bolivia (Plurinational State of),Bolivia,,Sociedad en Comandita por Acciones.,Spanish,Sociedad en Comandita por Acciones.,S.C.A.,ELF v1.5
PM48,Bolivia (Plurinational State of),Bolivia,,Sociedad de Responsabilidad Limitada.,Spanish,Sociedad de Responsabilidad Limitada.,S.R.L.,ELF v1.5
RXJN,Bolivia (Plurinational State of),Bolivia,,Empresa Estatal Mixta,Spanish,Empresa Estatal Mixta,Empresa Estatal Mixta,ELF v1.5
TNHO,Bolivia (Plurinational State of),Bolivia,,Sociedad Colectiva,Spanish,Sociedad Colectiva,S.C.,ELF v1.5
XTCQ,Bolivia (Plurinational State of),Bolivia,,Sociedad en Comandita Simple.,Spanish,Sociedad en Comandita Simple.,S.C.S.,ELF v1.5
1A0A,"Bonaire, Sint Eustatius and Saba",Netherlands,,Besloten vennootschap,Dutch,Besloten vennootschap,Besloten vennootschap,ELF v1.5
3Y5C,"Bonaire, Sint Eustatius and Saba",Netherlands,,Besloten vennootschap naar Nederlands recht,Dutch,Besloten vennootschap naar Nederlands recht,Besloten vennootschap naar Nederlands recht,ELF v1.5
4S4Z,"Bonaire, Sint Eustatius and Saba",Netherlands,,Commanditaire vennootschap met meerdere beherende vennoten,Dutch,Commanditaire vennootschap met meerdere beherende vennoten,Commanditaire vennootschap met meerdere beherende vennoten,ELF v1.5
4ZBE,"Bonaire, Sint Eustatius and Saba",Netherlands,,Maatschap,Dutch,Maatschap,Maatschap,ELF v1.5
51WZ,"Bonaire, Sint Eustatius and Saba",Netherlands,,Vereniging met beperkte rechtsbevoegdheid,Dutch,Vereniging met beperkte rechtsbevoegdheid,Vereniging met beperkte rechtsbevoegdheid,ELF v1.5
56MU,"Bonaire, Sint Eustatius and Saba",Netherlands,,Aandeelhouder bestuurde Besloten vennootschap,Dutch,Aandeelhouder bestuurde Besloten vennootschap,Aandeelhouder bestuurde Besloten vennootschap,ELF v1.5
92JZ,"Bonaire, Sint Eustatius and Saba",Netherlands,,Stichting,Dutch,Stichting,Stichting,ELF v1.5
AS4W,"Bonaire, Sint Eustatius and Saba",Netherlands,,Stichting particulier fonds,Dutch,Stichting particulier fonds,Stichting particulier fonds,ELF v1.5
DQMJ,"Bonaire, Sint Eustatius and Saba",Netherlands,,Naamloze vennootschap,Dutch,Naamloze vennootschap,Naamloze vennootschap,ELF v1.5
FCPM,"Bonaire, Sint Eustatius and Saba",Netherlands,,Vereniging met volledige rechtsbevoegdheid,Dutch,Vereniging met volledige rechtsbevoegdheid,Vereniging met volledige rechtsbevoegdheid,ELF v1.5
IPTQ,"Bonaire, Sint Eustatius and Saba",Netherlands,,Eenmanszaak met meerdere eigenaren,Dutch,Eenmanszaak met meerdere eigenaren,Eenmanszaak met meerdere eigenaren,ELF v1.5
KSHL,"Bonaire, Sint Eustatius and Saba",Netherlands,,Commanditaire vennootschap op aandelen,Dutch,Commanditaire vennootschap op aandelen,Commanditaire vennootschap op aandelen,ELF v1.5
NPFB,"Bonaire, Sint Eustatius and Saba",Netherlands,,Eenmanszaak,Dutch,Eenmanszaak,Eenmanszaak,ELF v1.5
SNRI,"Bonaire, Sint Eustatius and Saba",Netherlands,,Vennootschap onder Firma,Dutch,Vennootschap onder Firma,Vennootschap onder Firma,ELF v1.5
VHIY,"Bonaire, Sint Eustatius and Saba",Netherlands,,Cooperatie,Dutch,Cooperatie,Cooperatie,ELF v1.5
X088,"Bonaire, Sint Eustatius and Saba",Netherlands,,Vereniging zonder rechtsbevoegdheid,Dutch,Vereniging zonder rechtsbevoegdheid,Vereniging zonder rechtsbevoegdheid,ELF v1.5
XL51,"Bonaire, Sint Eustatius and Saba",Netherlands,,Commanditaire vennootschap met één beherend vennoot,Dutch,Commanditaire vennootschap met één beherend vennoot,Commanditaire vennootschap met één beherend vennoot,ELF v1.5
4IXL,Botswana,Botswana,,Close Companies ,English,Close Companies ,Close Companies ,ELF v1.5
771I,Botswana,Botswana,,Private Limited Liability Companies,English,Private Limited Liability Companies,Private Limited Liability Companies,ELF v1.5
QK1F,Botswana,Botswana,,Public Limited Liability Companies,English,Public Limited Liability Companies,Public Limited Liability Companies,ELF v1.5
