Name,Name clean,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
Komfort Services,komfort services,GCAP30110,http://www.komfortservices.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Lufthansa Group,lufthansa,GCAP30185,lufthansagroup.com,529900PH63HYJ86ASW55,Germany,Western European and Others Group (WEOG),,,Company,Transportation services,,17/02/2022,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Mitsubishi HC Capital UK PLC,mitsubishi hc capital,GCAP30278,https://www.mitsubishihccapital.co.uk/,549300P4PHVCL0EZU771,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,17/02/2022,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
MROI Consultancy Ltd,mroi consultancy,GCAP30302,http://www.mroi.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Nan Fung Development Holdings Limited,fung development,GCAP30314,https://www.nanfung.com/en/,,China,Asia-Pacific Group,,,Company,Other,,17/02/2022,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Nash & Co Solicitors,nash solicitors,GCAP30317,https://nash.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,Company,Services,,17/02/2022,Did not - support needed,,"Actions taken: https://nash.co.uk/environment/ , awaiting data on emissions",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
National Olympic Committee of Cambodia,national olympic committee cambodia,,https://olympics.com/ioc/cambodia,,Cambodia,Asia-Pacific Group,,,Other,,,17/02/2022,Other,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
Soundway Records Ltd,soundway records,GCAP30722,http://www.soundwayrecords.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Tencent Holding Limited,tencent,GCAP30835,https://www.tencent.com/,254900N4SLUMW4XUYY11,China,Asia-Pacific Group,,,Company,Services,,17/02/2022,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
The Distinguished Dog Company,distinguished dog,GCAP30857,http://www.theddcompany.com%20/%20@theddcompany,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Birmingham County Football Association,birmingham county football,GCAP20511,https://www.birminghamfa.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2021,Other,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,
Builders Merchants Federation Ltd,builders merchants federation,,http://www.bmf.org.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Chartered Institute of Public Relations,institute relations,GCAP20003,http://www.cipr.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Climate Art CIC,climate art,GCAP20015,https://climateart.org.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
De Montfort University,montfort university,GCAP15349,https://www.dmu.ac.uk,,United Kingdom,Western European and Others Group (WEOG),,,Higher Education,,,17/02/2021,Own Website,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Engineering and Machinery Alliance,engineering machinery alliance,,http://www.eama.info,,United Kingdom,Western European and Others Group (WEOG),,,SME,Manufacturing,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Keele University,keele university,GCAP15485,https://www.keele.ac.uk,,United Kingdom,Western European and Others Group (WEOG),,,Higher Education,,,17/02/2021,Did not - support needed,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Linking Environment And Farming,linking environment farming,GCAP20195,http://www.leafuk.org,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
NECCUS,neccus,GCAP20238,https://www.neccus.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
NorthernDesign,northerndesign,GCAP17260,http://www.ndmeter.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Power generation,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Supplier Strategies Ltd,supplier strategies,GCAP20357,http://www.supplier-strategies.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
We Can Change the World,we can change world,,http://www.wecanchangetheworld.earth,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ZPN Energy,zpn energy,GCAP20451,https://www.zpnenergy.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Power generation,,17/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
EDF Group,edf,,edfgroup.biz,549300X3UK4GG3FNMO06,France,Western European and Others Group (WEOG),,,Company,Power generation,,17/02/2020,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Communicate SLT CIC,communicate slt,,https://communicate-slt.org.uk/,20/6/24893,United Kingdom,Western European and Others Group (WEOG),,,SME,Education and research,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Credito Emiliano,credito emiliano,,http://www.credem.it/,,Italy,Western European and Others Group (WEOG),,,Financial Institution,,$71.24 billion,17/01/2024,Did not - joined less than 12 months ago,Did not - joined less than 12 months ago,,,Apr-24,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
Eco-Business,eco-business,,http://www.eco-business.com,201023133N,Singapore,Asia-Pacific Group,,,SME,Consultancy services other than legal,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Ensoul,ensoul,,https://ensoul.it,IT02803110309,Italy,Western European and Others Group (WEOG),,,SME,Information technology,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Lanarkshire Enterprise Services Ltd,lanarkshire services,,https://lesl.org/,SC105922,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
M&H GROUP,m&h,,http://myhgroup.com/,20501881750,Peru,Latin American and Caribbean Group (GRULAC),,,SME,Machinery and equipment rental,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
MAPS SUSTAINABLE PROJECTS,maps sustainable projects,,http://www.maps.eco.br,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,Other,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Rooftop Republic Urban Farming,rooftop republic urban farming,,https://rooftoprepublic.com/,64403008,China,Asia-Pacific Group,,,SME,Real estate activities,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Cotswold Bed Company Limited,cotswold bed,,http://www.thecotswoldbedcompany.com,217837686,United Kingdom,Western European and Others Group (WEOG),,,SME,Manufacturing - Consumer goods,,17/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
777 Demolition & Haulage Co Ltd,777 demolition haulage,,http://www.777group.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
A J Freezer Water Services Limited,j freezer water services,,http://www.ajfreezer.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Alfa Sko AS,alfa sko,,http://www.alfa.no,,Norway,Western European and Others Group (WEOG),,,SME,Apparel,,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Canopey,canopey,,https://www.canopey.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Retail,,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cristina Sanchez Pelegrin (Mi granito de arena),cristina sanchez pelegrin granito arena,,http://Mi_granito_de_arena_shop%20%20%20Instagram,,Spain,Western European and Others Group (WEOG),,,SME,Retail,,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cushing Terrell,cushing terrell,,http://www.cushingterrell.com,,United States of America,Western European and Others Group (WEOG),,,SME,Services,,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
MDC LTD,mdc,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,17/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Millwall Football Club,millwall football club,,www.millwallfc.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,Other,,,17/01/2023,Did not - joined less than 12 months ago,,,,Mar-24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
Sao Tome and Principe Olympic Committee,sao tome principe olympic committee,,www.comiteolimpicostp.com,,São Tomé and Principe,African Group,,,Other,,,17/01/2023,Did not - joined less than 12 months ago,,,,Mar-24,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
altona Diagnostics UK Ltd,altona diagnostics,GCAP29161,http://altona-diagnostics.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Amaella Cirular Lingerie,amaella cirular lingerie,GCAP29166,http://amaella.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
BSI,bsi,GCAP29375,http://bsigroup.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,
Cyd Connects,cyd connects,GCAP21721,http://www.cydconnects.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Greenleaf TDG,greenleaf tdg,GCAP29869,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Jack Drum Arts,jack drum arts,GCAP30049,https://www.jackdrum.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Kingsdale Head Farm LLP,kingsdale head farm,GCAP30104,https://www.kingsdalehead.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,Did not - support needed,,,,Mar-24,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Path Financial,path financial,,https://thepath.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,17/01/2022,Did not - support needed,Other,Member of SME Climate Hub,Published on SME Climate Hub,,Yes,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,
Teleon Surgical BV,teleon surgical,GCAP30834,http://www.teleon-surgical.com,,Netherlands,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Policy Practice,policy practice,GCAP30881,http://www.thepolicypractice.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,17/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"University of Ljubljana, Academy of Fine Arts and Design",university ljubljana academy fine arts design,GCAP30999,https://www.aluo.uni-lj.si,,Slovenia,Eastern European Group,,,Higher Education,,,17/01/2022,Did not - joined less than 12 months ago,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Moody's Corporation,moody's,GCAP18641,,549300GCEDD8YCF5WU84,United States of America,Western European and Others Group (WEOG),,,Company,Services,,17/01/2020,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Kiwi Wealth Investments Limited NZ,kiwi wealth investments nz,GCAP30107,https://www.kiwiwealth.co.nz/,,New Zealand,Western European and Others Group (WEOG),,,Financial Institution,,,16/11/2021,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Lindsell Train Limited,lindsell train,GCAP30161,https://www.lindselltrain.com/,,United Kingdom,Western European and Others Group (WEOG),,,Financial Institution,,,16/11/2021,CDP,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Northern Trust AM,northern am,GCAP33155,https://www.northerntrust.com/united-states/what-we-do/investment-management,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,16/05/2021,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,
Capital + SAFI S.A.,capital + safi,GCAP29409,http://www.capitalsafi.com/,,Bolivia,Latin American and Caribbean Group (GRULAC),,,Financial Institution,,,16/12/2021,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Summa Equity AB,summa equity,GCAP30781,https://summaequity.com/,,Sweden,Western European and Others Group (WEOG),,,Financial Institution,,,16/12/2021,,,,,,,,,,,,,,,Yes,,,,,,,,,Yes,,,,,,,
IT.COM Domains LTD,it.com domains,,https://get.it.com,GB444651687,United Kingdom,Western European and Others Group (WEOG),,,SME,Telecommunication,,16/12/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Marketing Department,marketing department,,http://www.tmd.scot,SC521471,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,16/12/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Advanced blade repair services,advanced blade repair services,,http://www.advancedbladerepairservices.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Dignitee,dignitee,,https://dignitee.au,,Australia,Western European and Others Group (WEOG),,,SME,Retail,,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Metallbau GmbH,metallbau,,,,Austria,Western European and Others Group (WEOG),,,SME,Manufacturing,,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stretch Optimize AS,stretch optimize,,,,Norway,Western European and Others Group (WEOG),,,SME,Services,,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Useful Simple Trust,useful,GCAP21790,https://hello.usefulsimple.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,16/12/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Bregal,bregal,GCAP29361,,,United States of America,Western European and Others Group (WEOG),,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ByrneLooby,byrnelooby,GCAP29388,http://www.byrnelooby.com,,Ireland,Western European and Others Group (WEOG),,,SME,Services,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Cardinal Health, Inc.",cardinal health,GCAP29416,https://www.cardinalhealth.com/en.html,CCU46N3GJMF4OK4N7U60,United States of America,Western European and Others Group (WEOG),,,Company,"Biotech, health care & pharma",,16/12/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
CHH Conex Ltd,chh conex,GCAP29449,https://chhconex.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Manufacturing,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
CircularTree GmbH,circulartree,GCAP29463,https://www.linkedin.com/company/circulartree,,Germany,Western European and Others Group (WEOG),,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
EIT Lifestyle Sdn Bhd,eit lifestyle,GCAP29664,https://eitstore.asia/,,Malaysia,Asia-Pacific Group,,,SME,Retail,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Gramercy Extremity Orthopedics,gramercy extremity orthopedics,GCAP29848,http://@gramercyortho,,United States of America,Western European and Others Group (WEOG),,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Gray Fox Consultancy Limited,gray fox consultancy,GCAP29853,http://www.wearegrayfox.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
GTU consultants,gtu consultants,GCAP29885,,,India,Asia-Pacific Group,,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
HUNTERTAYLOR,huntertaylor,GCAP29954,http://www.huntertaylor.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Infrastructure,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Mettler-Toledo International Inc.,mettler-toledo,GCAP1773,www.mt.com,5493000BD5GJNUDIUG10,Switzerland,Western European and Others Group (WEOG),,,Company,Manufacturing,,16/12/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Modespitze Plauen - Plauener Spitze,modespitze plauen plauener spitze,GCAP30286,http://www.modespsitze.de,,Germany,Western European and Others Group (WEOG),,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Montagu Evans,montagu evans,GCAP30291,http://www.montagu-evans.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,Company,Infrastructure,,16/12/2021,Own Website,,https://www.montagu-evans.co.uk/about/csr/,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
PT. Visi Insan Pratama,pt. visi insan pratama,GCAP30520,,,Indonesia,Asia-Pacific Group,,,SME,Infrastructure,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
S2IA,s2ia,GCAP30625,http://www.s2ia.fr,,France,Western European and Others Group (WEOG),,,SME,Infrastructure,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SirGordonBennett.com,sirgordonbennett.com,GCAP30690,http://sirgordonbennett.com%20/%20instagram.com/sirgordonbennett,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
SNOKX BV,snokx,GCAP30708,http://www.snokx.com,,Belgium,Western European and Others Group (WEOG),,,SME,Services,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stavropol State Agrarian University,stavropol agrarian university,GCAP30752,http://www.stgau.ru/,,Russia,Eastern European Group,,,Higher Education,,,16/12/2021,Own Website,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,
Wilson Enterprises Ltd.,wilson,GCAP31096,,,Albania,Eastern European Group,,,SME,Other,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Zeus Scooters,zeus scooters,GCAP31140,http://www.zeusscooters.com,,Ireland,Western European and Others Group (WEOG),,,SME,Transportation services,,16/12/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Climadapt,climadapt,GCAP20014,http://www.climadapt.co,,United Kingdom,Western European and Others Group (WEOG),,,Company,Services,,16/12/2020,Did not - support needed,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
Presence Team Ltd,presence team,GCAP20278,https://www.primetimeev.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,16/12/2020,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Southampton FC,southampton fc,,https://www.southamptonfc.com/,,United Kingdom,Western European and Others Group (WEOG),,,Company,No sector specified,,16/12/2020,Other,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,
181st Street Ltd,181st street,,http://181street.com,20/6/39844,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,16/11/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Appetite for Business,appetite,,https://appetiteforbusiness.com/,237901306,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology,,16/11/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Bierton Lawn Tennis Club,bierton lawn tennis club,,https://clubspark.lta.org.uk/BiertonLawnTennisClub,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health care and services,,16/11/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Brilliant Earth, LLC.",brilliant earth,,,,United States of America,Western European and Others Group (WEOG),,,Company,"Textiles, Apparel, Footwear and Luxury Goods",,16/11/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Cap247 recruitment agency,cap247 recruitment agency,,https://cap247recruitmentagency.com/,28/1/35427,United Kingdom,Western European and Others Group (WEOG),,,SME,Health care and services,,16/11/2023,SME Climate Hub,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cast Contracts,cast contracts,,https://castcontracts.uk/,16/12/40244,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,16/11/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Coty Inc.,coty,,,549300BO9IWPF3S48F93,United States of America,Western European and Others Group (WEOG),,,Company,"Consumer Durables, Household and Personal Products",,16/11/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Coyuchi Inc,coyuchi,,,,United States of America,Western European and Others Group (WEOG),,,SME,"Textiles, Apparel, Footwear and Luxury Goods",,16/11/2023,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Dutton Brock LLP,dutton brock,,,,Canada,Western European and Others Group (WEOG),,,SME,Professional Services,,16/11/2023,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
DZS Inc.,dzs,,,,United States of America,Western European and Others Group (WEOG),,,Company,Technology Hardware and Equipment,,16/11/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
EMS Healthcare,ems healthcare,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Healthcare Equipment and Supplies,,16/11/2023,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Enex Technologies,enex technologies,,,,Italy,Western European and Others Group (WEOG),,,Company,Construction and Engineering,,16/11/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Innov and co social consulting,innov consulting,,,,France,Western European and Others Group (WEOG),,,SME,Software and Services,,16/11/2023,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
International Textile Limited,textile,,,,Pakistan,Asia-Pacific Group,,,Company,"Textiles, Apparel, Footwear and Luxury Goods",,16/11/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
